NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
29.5,6.8,68.0,532.0,50.0,61.0,20.0
28.2,7.0,95.0,,,53.5,24.0
30.6,6.8,38.0,281.0,28.0,69.0,22.4
28.5,6.7,67.0,706.0,,55.9,28.0
28.5,6.6,14.0,100.0,3.0,64.3,18.0
30.3,6.9,22.0,251.0,22.0,67.7,20.0
31.5,7.0,11.0,,,58.4,18.0
29.5,6.9,40.0,,,60.7,20.0
31.4,6.7,33.0,,,61.3,18.0
30.2,6.8,11.0,,,64.9,20.0
29.5,7.0,45.0,396.0,21.0,62.3,22.4
28.5,6.9,56.0,638.0,58.0,55.1,20.0
30.0,7.0,16.0,,,140.0,18.0
,6.8,27.0,229.0,,178.9,18.0
30.0,6.9,30.0,318.0,30.0,69.0,22.0
30.6,6.8,42.0,,,51.1,16.0
29.7,6.8,52.0,,,58.9,20.0
29.6,6.9,22.0,218.0,19.0,57.9,20.0
30.0,7.1,17.0,,,58.4,16.0
29.7,7.0,64.0,640.0,45.0,55.0,22.0
28.4,7.0,21.0,,,65.4,18.0
31.0,7.0,8.0,68.0,5.0,59.6,18.0
29.6,6.8,130.0,1120.0,98.0,54.0,24.0
28.4,7.0,39.0,376.0,,49.1,16.0
30.6,6.9,56.0,,,63.6,19.2
30.5,7.1,17.0,,,77.8,18.0
28.8,6.8,18.0,168.0,16.0,65.0,18.0
28.7,6.8,58.0,600.0,56.0,58.5,18.0
29.9,7.4,8.0,,,59.2,22.0
30.2,7.0,15.0,106.0,6.0,59.8,20.0
,6.7,21.0,,,62.8,18.0
,6.9,19.0,,,70.7,19.2
28.1,6.8,55.0,528.0,51.0,60.7,22.0
31.2,7.0,36.0,298.0,,297.0,22.0
,7.0,28.0,,,135.0,24.0
30.1,6.9,16.0,176.0,15.0,64.8,22.0
,6.9,31.0,,,70.4,19.2
30.0,7.2,15.0,,,55.5,16.0
29.9,7.0,33.0,,,61.7,18.0
30.2,6.8,20.0,,,55.2,14.0
29.0,6.8,10.0,,,61.0,14.0
28.8,6.6,20.0,120.0,7.0,68.3,18.0
30.6,7.0,20.0,,,69.4,20.0
27.8,6.8,20.0,110.0,24.0,64.8,14.0
31.1,6.7,18.0,,,64.1,20.0
29.0,6.9,68.0,405.0,60.0,50.5,20.0
28.7,6.9,55.0,,,63.5,26.0
30.7,7.0,52.0,,,241.0,22.0
,7.0,15.0,,,62.0,20.0
28.5,7.0,48.0,,,54.0,18.0
32.4,7.0,27.0,,,87.5,22.0
,6.9,69.0,,,71.1,24.0
30.2,6.9,15.0,,,57.1,14.0
28.7,6.7,14.0,148.0,15.0,78.2,16.0
28.5,6.9,113.0,,,62.7,32.0
28.6,6.8,52.0,475.0,40.0,49.7,20.0
29.6,6.8,62.0,,,78.0,24.0
28.5,6.6,28.0,216.0,21.0,62.9,16.0
29.6,7.0,59.0,,,56.9,24.0
30.5,6.9,16.0,,,53.4,14.0
29.3,6.8,35.0,306.0,27.0,70.3,22.4
30.2,6.7,22.0,,,99.0,24.0
28.7,7.0,56.0,461.0,,51.6,20.0
29.9,6.9,26.0,185.0,13.0,66.6,22.0
,6.8,63.0,,,64.5,26.0
29.8,6.6,20.0,132.0,9.0,73.1,18.0
29.0,6.9,15.0,,,59.0,20.0
31.5,7.0,7.0,,,59.8,16.0
28.8,6.8,26.0,281.0,25.0,63.0,20.0
31.5,7.1,11.0,,,59.5,20.0
29.8,7.0,19.0,,,55.9,18.0
30.3,6.8,70.0,570.0,55.0,69.3,26.0
28.2,6.9,51.0,483.0,42.0,57.0,24.0
30.8,6.8,19.0,,,82.7,16.0
30.1,6.8,20.0,,,62.7,18.0
29.4,7.1,14.0,,,62.2,20.0
31.0,7.0,10.0,,,62.2,20.0
30.7,7.2,8.0,,,59.0,18.0
,7.0,23.0,,,86.8,22.0
30.0,6.7,19.0,168.0,14.0,66.0,22.0
29.0,6.9,65.0,,,54.5,20.0
,6.5,21.0,,,64.0,18.0
29.7,6.8,48.0,,,73.6,19.2
29.5,6.9,44.0,,,71.2,22.4
31.2,6.9,26.0,,,65.0,19.2
29.2,6.9,61.0,606.0,55.0,58.8,24.0
,,22.0,,,69.8,20.0
31.6,7.1,11.0,,,66.7,18.0
29.4,6.8,33.0,217.0,,89.2,20.0
28.9,6.8,10.0,77.0,8.0,62.0,14.0
32.1,6.9,14.0,,,61.3,16.0
31.0,6.9,17.0,,,59.4,16.0
30.0,7.0,17.0,123.0,5.0,62.9,24.0
29.5,6.7,34.0,286.0,26.0,54.6,14.0
27.8,6.9,12.0,113.0,10.0,64.0,14.0
29.3,6.7,70.0,567.0,50.0,50.1,20.0
31.3,6.9,12.0,,,66.6,14.0
29.6,6.9,17.0,,,58.1,14.0
28.9,6.8,15.0,,,61.0,16.0
29.3,7.0,24.0,,,59.8,18.0
31.5,6.9,12.0,,,64.1,16.0
29.8,6.6,16.0,,,62.0,20.0
31.9,6.9,14.0,,,68.1,22.4
29.4,7.2,14.0,,,72.0,16.0
30.0,6.8,49.0,,,54.7,20.0
30.0,6.9,56.0,,,68.3,24.0
33.3,7.1,10.0,,,63.0,18.0
31.6,6.9,28.0,,,64.0,19.2
30.4,6.6,21.0,,,74.3,22.0
,6.9,13.0,,,32.0,16.0
29.8,6.9,118.0,,,52.5,24.0
30.6,6.9,13.0,,,64.3,8.0
30.2,7.3,9.0,,,58.4,18.0
30.8,7.1,7.0,,,60.0,20.0
28.6,6.7,133.0,1140.0,100.0,46.4,26.0
30.0,6.9,96.0,,,63.0,30.0
,6.9,15.0,,,106.0,18.0
29.3,6.6,17.0,,,66.7,18.0
29.0,6.9,12.0,,,59.3,16.0
31.1,7.0,12.0,,,57.7,18.0
30.2,6.7,29.0,,,78.0,22.0
30.1,6.7,33.0,175.0,9.0,63.3,18.0
30.4,6.8,60.0,528.0,51.0,94.0,28.0
29.6,6.9,50.0,496.0,45.0,56.4,20.0
31.2,6.9,35.0,,,73.3,26.0
29.3,6.8,23.0,234.0,18.0,0.0,16.0
28.8,6.7,31.0,180.0,9.0,55.7,18.0
29.2,6.9,50.0,286.0,45.0,53.0,22.0
31.5,6.9,19.0,,,74.1,19.2
29.8,7.0,17.0,,,64.8,20.0
,7.0,35.0,,,60.0,18.0
29.2,7.0,14.0,130.0,11.0,59.8,14.0
29.4,6.7,28.0,247.0,25.0,71.3,25.6
29.8,6.8,85.0,,,54.8,24.0
31.2,6.8,38.0,,,95.5,30.0
29.6,7.0,23.0,230.0,,58.8,20.0
31.5,6.7,25.0,,,62.8,20.0
28.6,6.8,26.0,256.0,26.0,83.0,26.0
28.4,6.9,15.0,156.0,,59.2,18.0
31.3,6.8,16.0,121.0,10.0,69.3,19.2
29.2,6.9,50.0,473.0,41.0,54.9,22.0
31.0,6.8,17.0,,,58.1,16.0
29.6,7.1,22.0,,,58.7,20.0
30.7,6.6,49.0,,,62.8,20.0
29.5,6.9,28.0,,,56.2,16.0
28.8,7.1,12.0,104.0,11.0,59.3,18.0
30.0,6.8,37.0,240.0,25.0,76.0,26.0
29.7,6.9,32.0,294.0,27.0,68.6,14.0
28.9,6.9,53.0,,,51.6,18.0
31.2,6.9,25.0,198.0,18.0,72.8,16.0
29.2,6.9,79.0,,,60.5,24.0
28.7,6.8,78.0,672.0,56.0,65.3,24.0
29.4,7.2,17.0,,,84.0,24.0
31.1,6.9,20.0,183.0,18.0,70.7,22.0
28.9,6.7,54.0,523.0,50.0,64.4,28.0
29.9,6.7,34.0,278.0,26.0,51.9,14.0
30.5,6.8,29.0,271.0,27.0,82.6,22.0
29.6,7.1,13.0,,,63.2,16.0
,7.0,10.0,,,64.1,18.0
,6.8,12.0,86.0,23.0,64.8,14.0
30.6,7.0,20.0,,,73.6,18.0
29.7,6.8,26.0,305.0,23.0,51.0,16.0
29.0,6.7,21.0,,,63.3,18.0
27.4,6.9,13.0,63.0,14.0,57.0,12.0
32.0,7.1,12.0,,,61.8,16.0
30.9,6.9,15.0,,,61.6,20.0
29.8,6.9,11.0,68.0,19.0,61.0,20.0
28.0,6.9,33.0,320.0,28.0,0.0,16.0
31.4,7.1,13.0,,,62.9,18.0
28.9,7.0,90.0,840.0,72.0,54.0,24.0
28.7,6.9,104.0,,,68.1,25.6
29.0,6.7,25.0,203.0,18.0,67.2,14.0
28.9,6.8,13.0,114.0,12.0,67.4,6.0
31.8,6.7,21.0,,,74.0,8.0
28.1,6.7,56.0,,,51.2,18.0
31.0,6.7,22.0,,,67.5,22.0
,6.9,22.0,,,61.0,16.0
31.0,6.9,24.0,,,65.1,14.0
29.3,6.8,26.0,212.0,17.0,52.0,14.0
29.2,7.0,9.0,86.0,7.0,64.0,16.0
,6.7,127.0,,,54.2,22.4
31.5,7.1,10.0,93.0,11.0,67.8,22.0
29.2,6.9,56.0,,,55.7,22.0
,6.8,33.0,304.0,24.0,50.0,18.0
30.2,7.2,10.0,,,60.2,20.0
29.5,6.9,73.0,562.0,52.0,67.5,30.0
30.8,6.8,46.0,385.0,,63.3,22.0
31.5,6.9,9.0,100.0,11.0,65.9,19.2
29.8,7.1,12.0,,,73.4,14.0
28.5,6.9,13.0,112.0,12.0,63.2,16.0
31.3,6.8,22.0,184.0,,357.0,26.0
31.2,6.7,15.0,,,79.4,19.2
30.6,6.8,42.0,383.0,37.0,81.0,28.0
31.9,7.1,16.0,,,67.0,20.0
30.1,6.9,22.0,210.0,,58.0,20.0
30.5,6.8,62.0,547.0,44.0,63.0,24.0
28.8,6.9,13.0,124.0,9.0,63.0,8.0
31.4,7.2,9.0,81.0,,59.0,18.0
30.2,7.0,7.0,70.0,1.0,66.2,20.0
29.6,6.7,32.0,250.0,,77.9,26.0
28.8,6.7,43.0,,,69.4,22.0
29.5,6.8,61.0,600.0,44.0,63.0,22.4
28.9,7.0,22.0,,,61.4,16.0
30.8,6.9,17.0,201.0,18.0,67.4,20.0
29.6,7.0,24.0,257.0,27.0,74.0,24.0
29.7,6.9,40.0,335.0,29.0,73.0,19.2
29.8,6.8,22.0,165.0,,61.7,20.0
29.8,6.9,10.0,,,63.7,12.0
30.9,6.9,16.0,,,189.6,24.0
29.5,7.1,19.0,197.0,22.0,68.0,24.0
29.9,6.9,70.0,,,68.0,32.0
,6.8,46.0,404.0,37.0,68.8,28.0
31.7,6.7,15.0,,,72.0,8.0
28.3,6.9,57.0,437.0,,54.0,18.0
29.7,6.7,52.0,426.0,,74.1,28.0
29.5,7.2,18.0,,,68.4,16.0
,7.1,10.0,,,63.5,22.0
29.6,6.8,35.0,312.0,25.0,52.6,20.0
29.4,6.8,14.0,,,60.6,14.0
29.8,6.9,24.0,259.0,24.0,68.6,20.0
30.1,7.0,24.0,,,60.8,8.0
29.6,6.9,53.0,538.0,,63.2,24.0
28.6,6.8,86.0,,,57.5,24.0
31.4,7.1,9.0,,,58.0,18.0
29.6,6.8,34.0,,,60.6,20.0
30.5,7.0,19.0,,,63.9,22.0
28.6,7.0,63.0,348.0,53.0,50.1,22.0
30.7,7.1,13.0,98.0,10.0,62.0,18.0
29.5,6.9,23.0,200.0,,61.2,16.0
29.6,6.9,68.0,674.0,52.0,60.5,22.0
28.4,6.9,23.0,,,64.8,16.0
28.6,6.7,15.0,137.0,,101.6,18.0
28.1,6.8,80.0,684.0,60.0,55.0,24.0
,,33.0,,,287.0,22.0
,7.0,19.0,,,226.0,22.0
31.9,6.7,23.0,211.0,21.0,126.4,24.0
29.5,7.0,14.0,128.0,14.0,56.3,14.0
29.0,7.1,13.0,,,60.0,18.0
29.3,6.6,19.0,,,66.3,18.0
,7.0,22.0,,,251.0,22.0
28.4,6.6,24.0,154.0,5.0,57.0,18.0
31.3,6.7,44.0,,,70.0,28.0
29.1,6.8,48.0,491.0,,51.5,20.0
28.7,6.8,128.0,,,63.6,28.0
29.8,6.9,26.0,226.0,,170.0,24.0
,6.9,50.0,,,258.0,24.0
29.3,7.0,69.0,604.0,52.0,69.6,22.4
30.3,6.8,38.0,290.0,,83.0,30.0
29.0,6.9,57.0,518.0,46.0,55.0,22.0
30.1,6.7,18.0,,,81.3,19.2
28.6,6.8,113.0,,,52.0,24.0
27.5,6.8,25.0,230.0,22.0,68.7,22.0
,7.0,29.0,,,61.5,18.0
29.5,6.9,26.0,252.0,24.0,52.6,14.0
28.6,7.2,12.0,109.0,10.0,63.7,8.0
30.0,6.9,12.0,,,59.2,18.0
28.6,7.0,56.0,532.0,50.0,60.6,22.0
29.5,6.8,54.0,489.0,40.0,60.0,22.0
30.8,6.9,38.0,,,91.1,18.0
30.5,6.7,23.0,,,56.6,12.0
30.4,6.9,21.0,,,64.8,20.0
30.8,6.7,19.0,,,122.6,24.0
27.8,6.8,31.0,262.0,24.0,52.7,16.0
28.0,6.9,125.0,1083.0,88.0,52.9,24.0
30.5,7.1,21.0,,,82.2,18.0
,6.9,24.0,,,68.2,14.0
,7.0,52.0,,,54.9,22.0
30.1,7.0,22.0,,,60.5,18.0
29.8,7.0,14.0,,,57.0,18.0
31.9,6.9,14.0,,,61.0,19.2
30.0,7.0,17.0,157.0,15.0,66.6,20.0
30.2,7.0,59.0,578.0,46.0,69.1,24.0
28.1,6.7,6.0,50.0,3.0,84.3,16.0
31.1,6.8,20.0,,,67.2,22.4
29.0,6.9,80.0,776.0,70.0,60.2,22.0
30.5,7.0,16.0,80.0,24.0,64.9,16.0
28.0,6.9,17.0,,,61.2,16.0
29.3,6.9,20.0,218.0,20.0,54.2,16.0
31.5,6.9,19.0,,,63.8,18.0
,6.9,95.0,546.0,92.0,54.9,20.0
30.1,7.2,28.0,,,58.7,20.0
,6.9,27.0,,,54.0,14.0
29.5,6.7,37.0,,,59.0,18.0
28.9,7.0,27.0,250.0,,57.8,18.0
30.2,6.7,65.0,,,61.7,22.0
30.7,7.0,14.0,114.0,6.0,60.0,22.0
28.5,6.9,12.0,60.0,16.0,63.0,14.0
29.7,6.7,45.0,,,64.7,22.0
29.5,6.7,25.0,219.0,20.0,49.8,14.0
29.0,6.9,58.0,,,64.0,26.0
29.3,6.7,17.0,,,58.5,14.0
31.2,7.0,13.0,,,65.0,16.0
28.2,7.2,9.0,,,58.3,20.0
29.0,6.9,16.0,162.0,13.0,64.4,19.2
30.6,6.6,32.0,270.0,,82.3,26.0
29.4,6.9,94.0,888.0,74.0,70.0,19.2
28.4,7.0,47.0,,,50.4,18.0
29.1,6.8,54.0,,,59.3,20.0
30.0,6.9,30.0,,,62.5,20.0
31.5,7.0,12.0,,,59.3,18.0
30.8,6.8,40.0,356.0,31.0,67.9,20.0
,7.0,24.0,,,192.3,18.0
27.6,6.9,62.0,475.0,,55.5,20.0
28.4,7.1,53.0,298.0,45.0,49.5,18.0
30.4,6.7,44.0,345.0,31.0,83.5,26.0
29.6,6.6,34.0,,,72.3,22.4
28.8,7.0,11.0,120.0,,58.2,18.0
30.5,7.1,15.0,,,59.0,18.0
28.7,6.8,31.0,,,,18.0
31.9,7.1,12.0,,,61.0,18.0
,6.8,98.0,,,62.5,26.0
29.4,6.7,85.0,,,67.0,22.4
28.8,6.7,13.0,128.0,15.0,61.0,16.0
30.1,6.7,57.0,500.0,41.0,57.8,18.0
30.6,6.9,39.0,274.0,,117.1,20.0
29.7,6.9,14.0,164.0,13.0,66.0,22.0
28.4,7.0,13.0,,,61.1,16.0
,6.8,122.0,,,61.3,26.0
28.8,6.7,49.0,448.0,37.0,49.5,18.0
30.9,7.0,13.0,,,64.0,16.0
30.7,6.8,27.0,215.0,21.0,71.5,22.4
30.1,7.1,10.0,86.0,9.0,68.6,22.0
31.5,6.7,18.0,158.0,16.0,95.1,18.0
,6.7,26.0,,,96.6,24.0
31.7,7.2,18.0,213.0,20.0,63.0,20.0
,6.8,33.0,,,359.0,26.0
29.6,6.8,24.0,,,70.6,19.2
29.4,6.8,18.0,,,53.8,16.0
30.0,6.9,61.0,538.0,48.0,73.7,32.0
29.8,7.0,50.0,,,68.0,22.4
28.5,7.0,12.0,84.0,,61.0,16.0
,6.7,81.0,688.0,66.0,50.9,18.0
31.5,7.0,11.0,,,56.9,18.0
29.2,6.9,26.0,,,65.6,16.0
28.5,6.8,57.0,558.0,43.0,60.5,24.0
28.5,7.0,17.0,125.0,12.0,77.1,16.0
28.8,7.2,26.0,220.0,26.0,71.2,22.0
28.7,7.0,15.0,,,68.8,16.0
31.7,7.1,10.0,76.0,,56.8,18.0
31.2,6.8,25.0,,,72.0,22.4
31.0,6.9,14.0,,,70.2,14.0
29.1,7.2,13.0,,,64.0,8.0
30.1,6.9,29.0,,,69.4,22.4
29.2,7.1,13.0,,,81.9,19.2
27.5,7.0,23.0,223.0,24.0,56.0,16.0
,6.9,63.0,,,50.6,18.0
31.7,7.0,11.0,,,64.5,19.2
29.3,6.8,21.0,164.0,,64.8,16.0
28.4,6.7,145.0,1230.0,117.0,47.6,26.0
30.5,7.1,10.0,63.0,9.0,61.3,16.0
30.4,6.9,37.0,,,64.8,20.0
28.2,7.0,58.0,,,57.9,18.0
28.5,7.0,51.0,480.0,53.0,61.9,22.4
28.5,7.0,28.0,250.0,20.0,57.0,22.0
31.3,6.8,31.0,,,70.3,26.0
30.0,6.9,40.0,238.0,17.0,63.8,22.0
30.8,6.7,27.0,,,66.7,18.0
30.3,7.0,16.0,,,75.9,18.0
29.6,7.0,13.0,,,56.3,16.0
28.8,6.8,96.0,828.0,73.0,64.0,28.0
31.2,7.1,12.0,,,114.4,22.0
29.2,6.6,12.0,,,64.7,16.0
28.3,7.1,16.0,128.0,15.0,74.1,18.0
30.3,6.9,22.0,230.0,,63.2,20.0
28.8,6.8,11.0,92.0,9.0,61.9,16.0
29.9,6.9,30.0,,,60.0,22.0
28.8,6.7,55.0,,,67.5,24.0
,6.9,16.0,,,64.5,14.0
30.8,7.0,16.0,,,67.5,26.0
29.7,6.9,13.0,,,67.5,18.0
29.1,7.0,14.0,,,57.8,16.0
30.6,6.7,30.0,240.0,,78.9,28.0
,6.9,79.0,,,56.2,22.0
30.2,7.1,9.0,87.0,8.0,61.7,20.0
31.2,6.9,45.0,367.0,31.0,83.1,30.0
28.2,6.7,15.0,153.0,11.0,92.5,12.8
29.4,6.8,18.0,117.0,11.0,61.8,14.0
29.6,7.0,23.0,235.0,24.0,70.6,24.0
28.4,6.9,20.0,,,63.4,16.0
28.6,6.7,12.0,99.0,10.0,63.0,14.0
29.4,7.1,11.0,,,68.0,16.0
30.4,6.8,21.0,,,58.5,10.0
29.5,6.8,98.0,878.0,76.0,61.6,30.0
31.9,6.9,31.0,,,72.0,26.0
,6.6,25.0,,,63.0,18.0
,6.9,46.0,,,52.4,20.0
28.7,6.7,18.0,155.0,18.0,103.0,18.0
28.4,6.6,39.0,,,61.6,18.0
,7.1,17.0,,,99.6,18.0
30.7,6.6,28.0,,,65.8,22.0
29.8,7.0,15.0,,,60.1,16.0
30.1,6.9,20.0,165.0,,94.7,18.0
29.7,6.9,23.0,,,56.0,14.0
29.0,7.0,99.0,535.0,86.0,53.4,22.0
29.4,7.1,14.0,,,75.6,16.0
31.2,7.0,10.0,95.0,,63.0,20.0
29.0,6.8,99.0,,,62.6,28.0
31.9,6.9,20.0,,,62.6,18.0
30.9,6.8,42.0,395.0,39.0,91.7,32.0
29.0,6.5,16.0,105.0,6.0,64.0,18.0
30.5,7.1,18.0,165.0,18.0,134.4,22.0
28.3,6.8,88.0,,,66.0,30.0
32.4,6.8,13.0,,,64.7,18.0
28.6,7.0,61.0,480.0,,52.5,18.0
29.3,6.9,82.0,640.0,54.0,64.8,30.0
28.5,6.8,19.0,200.0,,70.5,18.0
31.4,7.0,15.0,,,63.4,18.0
31.2,6.8,23.0,199.0,,70.0,24.0
29.7,6.8,11.0,94.0,11.0,73.5,18.0
32.2,6.8,12.0,124.0,9.0,59.0,18.0
29.9,6.9,33.0,329.0,30.0,61.4,22.0
30.0,7.0,16.0,119.0,13.0,57.3,16.0
31.7,6.9,24.0,,,63.9,18.0
31.7,6.7,17.0,,,71.0,20.0
29.2,6.8,14.0,,,60.4,14.0
29.4,6.8,52.0,,,51.9,20.0
30.3,7.0,13.0,,,68.0,22.0
29.6,7.0,15.0,,,59.9,18.0
29.4,7.0,46.0,,,72.5,22.4
30.6,7.0,11.0,63.0,13.0,60.5,20.0
29.9,6.9,34.0,211.0,29.0,53.7,18.0
32.4,6.6,35.0,,,72.3,24.0
29.3,6.7,27.0,,,71.5,19.2
30.5,6.8,43.0,408.0,33.0,58.1,18.0
31.0,6.8,37.0,394.0,38.0,73.0,22.4
28.7,7.2,18.0,165.0,20.0,69.4,22.0
28.5,6.8,79.0,712.0,60.0,48.9,22.0
28.9,6.9,60.0,,,54.7,20.0
28.6,7.0,33.0,319.0,29.0,70.1,26.0
31.8,7.1,9.0,,,62.5,18.0
28.7,6.9,66.0,,,52.6,18.0
28.8,6.7,161.0,1396.0,126.0,60.5,32.0
29.8,6.9,53.0,,,68.4,22.4
29.2,6.8,67.0,,,66.7,
27.5,6.9,27.0,,,62.9,14.0
28.9,6.9,12.0,101.0,10.0,58.0,16.0
31.5,6.7,34.0,,,57.8,18.0
29.6,6.9,17.0,,,56.0,16.0
30.5,6.7,32.0,312.0,37.0,64.0,22.0
29.3,6.9,46.0,,,63.3,24.0
,6.9,22.0,206.0,20.0,68.0,22.0
29.9,6.8,15.0,,,62.2,18.0
29.2,6.9,126.0,1251.0,136.0,55.4,24.0
30.5,7.0,13.0,,,62.0,22.0
29.8,6.9,20.0,119.0,27.0,69.7,22.0
30.2,6.7,40.0,,,86.4,25.6
29.2,6.9,14.0,,,59.4,16.0
29.8,6.6,24.0,,,83.3,22.4
30.2,7.0,15.0,,,59.8,18.0
28.8,7.0,66.0,,,59.3,20.0
30.2,6.8,36.0,,,78.6,22.4
,6.9,14.0,,,64.0,14.0
28.6,7.0,57.0,,,52.5,20.0
28.4,6.9,12.0,,,63.6,16.0
28.7,7.0,47.0,470.0,,51.4,20.0
31.5,6.7,42.0,,,81.0,28.0
29.5,6.9,53.0,512.0,43.0,55.7,22.4
29.8,6.9,19.0,178.0,20.0,52.0,14.0
,6.9,28.0,,,52.8,14.0
31.0,7.0,10.0,103.0,,62.0,20.0
28.8,6.8,15.0,133.0,13.0,72.3,16.0
0.62,6.8,23.0,,,59.4,16.0
30.4,6.9,43.0,,,61.5,20.0
29.5,6.9,68.0,,,70.6,32.0
30.5,7.1,11.0,78.0,8.0,62.4,18.0
29.6,6.8,88.0,,,69.0,28.0
28.9,7.1,12.0,,,68.3,18.0
30.4,7.0,21.0,169.0,17.0,69.5,24.0
31.4,7.0,18.0,,,69.5,20.0
32.3,6.7,19.0,186.0,17.0,110.0,24.0
30.9,7.1,9.0,,,59.5,20.0
29.5,6.9,22.0,,,61.0,14.0
31.1,6.7,35.0,,,69.6,22.0
,6.9,17.0,152.0,17.0,100.0,22.0
28.4,6.6,160.0,,,52.0,24.0
31.0,6.8,47.0,388.0,38.0,71.3,26.0
29.5,6.9,37.0,384.0,,65.5,24.0
30.5,7.2,25.0,,,91.0,22.0
28.8,7.0,13.0,127.0,11.0,65.5,8.0
,7.1,30.0,,,307.0,22.0
,7.0,14.0,,,77.1,19.2
,6.7,17.0,,,61.7,20.0
30.1,6.9,32.0,,,64.5,19.2
31.5,7.1,12.0,,,59.0,16.0
30.1,6.8,48.0,419.0,34.0,63.5,22.0
31.2,7.2,15.0,120.0,,58.0,16.0
28.3,7.0,10.0,,,58.5,14.0
30.5,6.8,23.0,,,56.0,14.0
29.8,6.8,45.0,,,52.5,18.0
28.3,7.1,12.0,60.0,9.0,66.1,16.0
28.5,7.0,18.0,,,54.9,14.0
29.7,7.0,22.0,,,113.2,18.0
30.8,6.8,42.0,,,83.0,28.0
29.5,6.7,53.0,495.0,45.0,61.2,22.0
29.8,6.9,38.0,,,62.9,18.0
28.1,6.9,18.0,102.0,23.0,60.9,14.0
29.9,6.9,42.0,342.0,25.0,63.1,19.2
28.9,7.0,71.0,,,60.0,22.0
30.1,6.9,41.0,,,58.9,25.6
30.4,7.0,29.0,,,70.4,19.2
28.3,7.0,14.0,,,67.9,16.0
29.0,7.0,41.0,,,51.7,18.0
30.3,7.0,15.0,,,56.9,18.0
28.7,7.0,62.0,,,53.5,22.0
29.5,7.0,25.0,,,62.2,18.0
30.0,7.2,22.0,,,59.0,20.0
,6.7,50.0,439.0,42.0,65.9,20.0
28.8,6.8,17.0,,,58.0,14.0
,6.8,17.0,169.0,12.0,52.9,16.0
31.3,7.0,12.0,,,60.2,18.0
30.2,6.9,16.0,,,63.2,20.0
30.9,6.8,34.0,235.0,27.0,68.3,19.2
29.9,6.8,28.0,,,57.1,14.0
29.4,6.8,62.0,517.0,45.0,52.1,22.0
29.0,7.0,16.0,86.0,24.0,70.4,14.0
30.4,6.9,31.0,,,63.5,14.0
29.5,6.5,18.0,,,66.4,20.0
33.3,7.0,7.0,,,61.4,18.0
29.7,6.8,34.0,281.0,21.0,54.9,20.0
29.4,6.6,21.0,,,64.6,20.0
29.9,6.9,16.0,,,79.6,19.2
28.3,6.8,28.0,265.0,,66.8,20.0
,6.9,36.0,,,64.21,20.0
28.4,6.9,11.0,101.0,10.0,57.9,16.0
31.0,7.2,9.0,97.0,10.0,66.0,20.0
28.0,7.0,10.0,92.0,8.0,60.0,18.0
31.9,6.8,21.0,,,70.5,24.0
29.2,6.8,98.0,890.0,74.0,54.5,24.0
28.0,6.7,105.0,900.0,75.0,55.7,28.0
29.8,6.9,60.0,372.0,34.0,59.8,26.0
29.4,6.6,34.0,320.0,20.0,63.7,26.0
31.5,7.0,20.0,166.0,,64.5,20.0
30.0,6.9,27.0,,,64.2,20.0
28.9,6.9,61.0,502.0,41.0,62.0,26.0
32.3,6.7,13.0,,,73.0,8.0
29.0,6.9,42.0,,,55.6,22.0
29.2,6.8,20.0,185.0,16.0,50.7,16.0
,6.9,24.0,,,54.1,14.0
30.0,7.1,15.0,,,61.9,16.0
28.2,6.9,77.0,700.0,64.0,55.4,20.0
29.3,7.2,28.0,270.0,,56.6,20.0
30.2,6.7,16.0,,,59.3,12.0
28.4,6.7,59.0,,,64.8,24.0
30.6,6.9,52.0,,,64.0,22.0
27.8,6.8,20.0,191.0,21.0,108.6,24.0
30.5,7.0,16.0,,,57.6,16.0
31.8,6.9,14.0,,,62.3,19.2
32.6,6.7,20.0,,,64.5,20.0
30.1,6.8,107.0,999.0,84.0,59.4,24.0
29.6,6.9,19.0,,,57.7,16.0
29.7,6.9,23.0,,,52.7,14.0
30.0,6.7,18.0,,,64.9,22.0
29.6,6.7,66.0,512.0,46.0,51.8,20.0
28.9,6.6,20.0,127.0,4.0,62.4,20.0
32.6,6.8,8.0,,,64.7,18.0
,6.8,31.0,,,430.0,26.0
30.0,7.0,20.0,148.0,,55.4,18.0
30.0,7.0,21.0,190.0,23.0,72.0,22.0
30.8,7.1,11.0,,,60.5,20.0
29.5,7.0,15.0,175.0,13.0,53.0,16.0
31.0,6.9,39.0,,,65.0,20.0
28.8,6.8,17.0,,,151.8,18.0
,7.1,40.0,,,102.7,22.0
31.0,6.9,13.0,142.0,12.0,63.5,19.2
29.8,6.7,90.0,,,54.3,18.0
,6.8,39.0,,,55.9,22.0
30.1,6.6,19.0,119.0,7.0,78.5,20.0
,6.9,12.0,102.0,12.0,63.0,16.0
28.8,7.0,48.0,427.0,36.0,65.0,22.4
29.0,6.9,26.0,,,63.6,18.0
28.4,7.0,54.0,,,57.4,20.0
27.3,6.8,25.0,234.0,20.0,67.0,22.0
29.2,6.8,41.0,358.0,29.0,52.4,20.0
28.4,6.9,49.0,415.0,,61.7,20.0
28.7,6.6,13.0,80.0,2.0,60.4,16.0
31.4,7.1,10.0,,,64.7,16.0
28.1,6.7,24.0,125.0,24.0,65.0,14.0
